group,name,normal_class,anomaly_type,repair_t,T,eval_mask_mode,stochastic_reverse,ROC_AUC,Pixel_AUPRC,Blur_ROC_AUC,Blur_Pixel_AUPRC,Elapsed_Seconds
repair_sweep,repair_t_40,0,mixed,40,200,all,False,0.8276839999999999,0.21498233284043305,0.709344,0.09577366099802795,105.37652516365051
repair_sweep,repair_t_80,0,mixed,80,200,all,False,0.799788,0.20305859628995687,0.709344,0.09577366099802795,112.7595317363739
repair_sweep,repair_t_120,0,mixed,120,200,all,False,0.762332,0.19103359348091958,0.709344,0.09577366099802795,120.32983613014221
repair_sweep,repair_t_160,0,mixed,160,200,all,False,0.718222,0.1786308580053023,0.709344,0.09577366099802795,129.82187938690186
